,back_legroom,body_type,dealer_zip,engine_type,exterior_color,front_legroom,fuel_tank_volume,fuel_type,has_accidents,horsepower,interior_color,is_new,make_name,maximum_seating,price,theft_title,torque,transmission,transmission_display,wheel_system,wheelbase,year
1930495,--,SUV / Crossover,55426,I4,White,--,19.8 gal,Gasoline,False,252.0,Black/Luxor Beige,False,Porsche,5 seats,44710.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2018
1930517,--,Coupe,55426,V6,None,--,23.7 gal,Gasoline,,434.0,None,True,Porsche,5 seats,108610.0,,405 lb-ft @ 1800 RPM,A,8-Speed Automatic,AWD,114 in,2020
1930528,--,Sedan,55426,V6,Jet Black Metallic,--,23.7 gal,Gasoline,,330.0,Black,True,Porsche,4 seats,115510.0,,331 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,116.1 in,2020
1930529,--,SUV / Crossover,55426,V6,Jet Black Metallic,--,19.8 gal,Gasoline,False,455.0,Black/Mojave Beige,False,Porsche,5 seats,86990.0,False,516 lb-ft @ 1000 RPM,A,8-Speed Automatic,AWD,114 in,2019
1930564,--,Sedan,55426,V6,Night Blue Metallic,--,23.7 gal,Gasoline,,440.0,Black,True,Porsche,5 seats,127380.0,,405 lb-ft @ 1750 RPM,A,8-Speed Automatic,AWD,116.1 in,2020
1930569,,Sedan,55426,,Volcano Gray Metallic,,,Electric,,,Black,True,Porsche,,138960.0,,,A,2-Speed Automatic,AWD,,2020
1930573,--,SUV / Crossover,55426,V6,Biscay Blue Metallic,--,23.7 gal,Gasoline,False,335.0,Black,False,Porsche,5 seats,72220.0,False,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
1930593,--,SUV / Crossover,55426,V6,White,67 in,26.4 gal,Gasoline,False,440.0,Garnet Red/Black,False,Porsche,5 seats,48872.0,False,443 lb-ft @ 1600 RPM,A,8-Speed Automatic,AWD,114 in,2016
1930606,--,Convertible,55426,H6,Aventurine Green Metallic,--,17.6 gal,Gasoline,,379.0,Black,True,Porsche,4 seats,142810.0,,331 lb-ft @ 1950 RPM,A,8-Speed Automatic,AWD,96.5 in,2020
1930612,--,Coupe,55426,H6,Carmine Red,--,16.9 gal,Gasoline,,443.0,Black,True,Porsche,4 seats,144090.0,,390 lb-ft @ 2300 RPM,A,8-Speed Automatic,RWD,96.5 in,2020
1930618,--,Sedan,55426,V6,GT Silver Metallic,--,23.7 gal,Gasoline,False,440.0,Black,False,Porsche,4 seats,93740.0,False,405 lb-ft @ 1750 RPM,A,8-Speed Automatic,AWD,116.1 in,2018
1930644,,Sedan,55426,,None,,,Electric,,,Black,True,Porsche,,144340.0,,,A,2-Speed Automatic,AWD,,2020
1930649,,Sedan,55426,,Carrara White Metallic,,,Electric,,,Black,True,Porsche,,149580.0,,,A,2-Speed Automatic,AWD,,2020
1930656,--,SUV / Crossover,55426,V6,Jet Black Metallic,--,19.8 gal,Gasoline,True,360.0,Black,False,Porsche,5 seats,62990.0,False,369 lb-ft @ 1650 RPM,A,7-Speed Automatic,AWD,110.5 in,2018
1930666,--,Coupe,55426,H6,GT Silver Metallic,41.6 in,16.9 gal,Gasoline,False,420.0,Gray,False,Porsche,4 seats,106900.0,False,368 lb-ft @ 1700 RPM,A,7-Speed Automatic,AWD,96.5 in,2017
1930668,,,55426,,Dolomite Silver Metallic,,,,,,Black,True,Porsche,,152250.0,,,A,2-Speed Automatic,,,2020
1930688,--,Convertible,55426,H6,Gentian Blue Metallic,--,17.6 gal,Gasoline,,443.0,Black,True,Porsche,4 seats,163460.0,,390 lb-ft @ 2300 RPM,A,8-Speed Automatic,AWD,96.5 in,2020
1930696,--,SUV / Crossover,55426,V6,None,--,23.7 gal,Gasoline,False,434.0,Black,False,Porsche,5 seats,100570.0,False,405 lb-ft @ 1800 RPM,A,8-Speed Automatic,AWD,114 in,2020
1930709,--,SUV / Crossover,55426,V8,Black,67 in,26.4 gal,Gasoline,False,520.0,Black/Garnet Red,False,Porsche,5 seats,89990.0,False,553 lb-ft @ 2250 RPM,A,8-Speed Automatic,AWD,114 in,2017
1930732,--,Sedan,55426,V6,Agate Gray Metallic,--,23.7 gal,Gasoline,False,330.0,Black/Bordeaux Red,False,Porsche,4 seats,69990.0,False,331 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,116.1 in,2017
1930738,--,Coupe,55426,H6,GT Silver Metallic,41.6 in,16.9 gal,Gasoline,False,420.0,Black,False,Porsche,4 seats,118490.0,False,368 lb-ft @ 1700 RPM,A,7-Speed Automatic,AWD,96.5 in,2018
1930740,--,SUV / Crossover,55426,V8,Black,--,23.7 gal,Gasoline,False,550.0,Graphite Blue/Chalk,False,Porsche,5 seats,124990.0,False,567 lb-ft @ 1960 RPM,A,8-Speed Automatic,AWD,114 in,2019
1930743,--,SUV / Crossover,55426,V6,Black,67 in,26.4 gal,Gasoline,True,300.0,Black,False,Porsche,5 seats,45990.0,False,295 lb-ft @ 3000 RPM,A,8-Speed Automatic,AWD,114 in,2017
1930764,--,SUV / Crossover,55426,V6,Mahogany Metallic,--,19.8 gal,Gasoline,False,340.0,Brown (Luxor Beige),False,Porsche,5 seats,39070.0,False,339 lb-ft @ 1450 RPM,A,7-Speed Automatic,AWD,110.5 in,2015
1930776,--,SUV / Crossover,55426,V6,Rhodium Silver Metallic,67 in,26.4 gal,Gasoline,False,300.0,Black/Luxor Beige,False,Porsche,5 seats,48855.0,False,295 lb-ft @ 3000 RPM,A,8-Speed Automatic,AWD,114 in,2017
1930779,--,SUV / Crossover,55426,V6,White,--,19.8 gal,Gasoline,False,360.0,Black,False,Porsche,5 seats,59140.0,False,369 lb-ft @ 1650 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
1930796,--,Coupe,55426,H6,GT Silver Metallic,41.6 in,16.9 gal,Gasoline,False,370.0,Black,False,Porsche,2 seats,109790.0,False,331 lb-ft @ 1700 RPM,M,7-Speed Manual,RWD,96.5 in,2019
1930801,--,SUV / Crossover,55426,V6,White,--,19.8 gal,Gasoline,False,340.0,Agate Gray/Pebble Gray,False,Porsche,5 seats,50760.0,False,339 lb-ft @ 1450 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
1930827,--,SUV / Crossover,55426,V6,Black,--,19.8 gal,Gasoline,False,400.0,Black,False,Porsche,5 seats,49990.0,False,406 lb-ft @ 1350 RPM,A,7-Speed Automatic,AWD,110.5 in,2016
1930834,--,SUV / Crossover,55426,I4,Dolomite Silver Metallic,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,61690.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
1931007,--,Coupe,55426,,Carrara White,--,16.9 gal,,False,385.0,Black,False,Porsche,4 seats,54200.0,False,310 lb-ft @ 4400 RPM,A,7-Speed Automatic,RWD,92.5 in,2011
1931080,--,Convertible,55109,H6,None,--,16.9 gal,Gasoline,,379.0,Black,True,Porsche,4 seats,132590.0,,331 lb-ft @ 1950 RPM,A,8-Speed Automatic,RWD,96.5 in,2020
1931081,--,Coupe,55109,V6,None,--,23.7 gal,Gasoline,,434.0,Black,True,Porsche,5 seats,108480.0,,405 lb-ft @ 1800 RPM,A,8-Speed Automatic,AWD,114 in,2020
1931114,--,SUV / Crossover,55109,V6,Mahogany Metallic,--,23.7 gal,Gasoline,False,335.0,Black,False,Porsche,5 seats,63990.0,False,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
1931126,--,Coupe,55109,H6,Black,41.6 in,16.9 gal,Gasoline,False,450.0,Red,False,Porsche,4 seats,124990.0,False,405 lb-ft @ 2150 RPM,M,7-Speed Manual,RWD,96.5 in,2018
1931154,--,Sedan,55109,V6,Chalk,--,23.7 gal,Gasoline,False,440.0,Black,False,Porsche,4 seats,89990.0,False,405 lb-ft @ 1750 RPM,A,8-Speed Automatic,AWD,116.1 in,2018
1931173,--,Convertible,55426,H6,Silver,41.6 in,17 gal,Gasoline,False,201.0,Red,False,Porsche,2 seats,16995.0,False,181 lb-ft @ 4500 RPM,M,5-Speed Manual,RWD,95.2 in,1999
1931210,--,SUV / Crossover,55109,V6,Volcano Gray Metallic,--,19.8 gal,Gasoline,False,360.0,Black,False,Porsche,5 seats,51990.0,False,369 lb-ft @ 1650 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
1931262,--,SUV / Crossover,55109,I4,Night Blue Metallic,--,19.8 gal,Gasoline,False,248.0,Black/Mojave Beige,False,Porsche,5 seats,52990.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
1931277,--,SUV / Crossover,55109,V6,Quartzite Gray Metallic,--,23.7 gal,Gasoline,False,335.0,Black,False,Porsche,5 seats,71490.0,False,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
1931292,--,SUV / Crossover,55109,V6,Rhodium Silver Metallic,--,19.8 gal,Gasoline,True,400.0,Black,False,Porsche,5 seats,36780.0,False,406 lb-ft @ 1350 RPM,A,7-Speed Automatic,AWD,110.5 in,2015
1931358,--,Coupe,55109,H6,Carmine Red,41.6 in,16.9 gal,Gasoline,False,420.0,Black,False,Porsche,4 seats,109960.0,False,368 lb-ft @ 1700 RPM,M,7-Speed Manual,RWD,96.5 in,2018
1931393,--,Coupe,55109,H6,Guards Red,--,16.9 gal,Gasoline,False,340.0,Black,False,Porsche,2 seats,72490.0,False,280 lb-ft @ 4500 RPM,A,7-Speed Automatic,RWD,97.4 in,2015
1931394,--,SUV / Crossover,55109,I4,Black,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,60800.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
1931409,--,SUV / Crossover,55109,I4,Dolomite Silver Metallic,--,19.8 gal,Gasoline,False,248.0,Black,True,Porsche,5 seats,61160.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2019
1931417,--,SUV / Crossover,55109,I4,None,--,19.8 gal,Gasoline,,248.0,Brown (Beige),True,Porsche,5 seats,62590.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
1931437,--,SUV / Crossover,55109,I4,Volcano Gray Metallic,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,64100.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
1931442,--,SUV / Crossover,55109,I4,Jet Black Metallic,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,64620.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
1931464,--,SUV / Crossover,55109,I4,None,--,19.8 gal,Gasoline,,248.0,None,True,Porsche,5 seats,65290.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
1931471,--,SUV / Crossover,55109,I4,Jet Black Metallic,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,65670.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
1931492,--,SUV / Crossover,55109,V6,Black,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,78920.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
1931503,--,SUV / Crossover,55109,V6,Jet Black Metallic,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,81440.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
1931523,--,Coupe,55109,V6,Quartzite Metallic,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,89760.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
1931531,--,Coupe,55109,V6,White,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,90700.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
1931554,--,SUV / Crossover,55109,V6,Black,--,19.8 gal,Gasoline,,455.0,Brown (Beige),True,Porsche,5 seats,100630.0,,516 lb-ft @ 1000 RPM,A,8-Speed Automatic,AWD,114 in,2020
1931560,--,SUV / Crossover,55109,V6,None,--,19.8 gal,Gasoline,,375.0,Black,True,Porsche,5 seats,104090.0,,383 lb-ft @ 1750 RPM,A,7-Speed Automatic,AWD,110.6 in,2020
1931586,--,Sedan,55109,V6,Volcano Gray Metallic,--,23.7 gal,Gasoline,,330.0,Black,True,Porsche,5 seats,107490.0,,331 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,116.1 in,2020
1931608,--,Convertible,55371,H6,Red,41.6 in,16.9 gal,Gasoline,False,255.0,Brown (Beige),False,Porsche,2 seats,18750.0,False,,A,Automatic,RWD,95.1 in,2009
1931879,--,SUV / Crossover,55371,V6,Blue,--,19.8 gal,Gasoline,False,360.0,Black/Red,False,Porsche,5 seats,45000.0,False,369 lb-ft @ 1650 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
1931883,33.3 in,Sedan,55371,V8,Blue,41.9 in,26.4 gal,Gasoline,False,400.0,Brown (Tan),False,Porsche,4 seats,32075.0,False,369 lb-ft @ 3500 RPM,A,7-Speed Automatic,AWD,114.9 in,2012
1937116,--,SUV / Crossover,80227,V6,Jet Black Metallic,67 in,21.1 gal,Gasoline,False,416.0,Black/Luxor Beige,False,Porsche,5 seats,51599.0,False,,A,Automatic,AWD,114 in,2017
1941487,--,Sedan,56374,V6,Agate Grey Metallic,--,23.7 gal,Gasoline,False,440.0,Black,False,Porsche,4 seats,86990.0,False,405 lb-ft @ 1750 RPM,A,Automatic,AWD,116.1 in,2018
1941857,--,Coupe,56387,H6,Polar Silver Metallic,41.6 in,17 gal,Gasoline,False,296.0,Gray (Graphite Grey),False,Porsche,2 seats,18491.0,False,258 lb-ft @ 4600 RPM,M,6-Speed Manual,RWD,92.6 in,1999
1941963,35.9 in,SUV / Crossover,57274,V8,silver,40.6 in,26 gal,Gasoline,False,340.0,None,False,Porsche,5 seats,5995.0,False,310 lb-ft @ 2500 RPM,A,Automatic,AWD,112.4 in,2004
1944062,--,Convertible,58103,H6,Platinum Silver,41.6 in,16.9 gal,Gasoline,False,265.0,None,False,Porsche,2 seats,37182.0,False,206 lb-ft @ 4500 RPM,,,RWD,95.1 in,2013
1944468,--,SUV / Crossover,58103,V6,Grey,--,19.8 gal,Gasoline,False,340.0,None,False,Porsche,5 seats,52900.0,False,339 lb-ft @ 1450 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
1944504,--,SUV / Crossover,58103,I4,Dolomite,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,57249.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
1944541,--,SUV / Crossover,58103,I4,Night Blue,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,59820.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
1944543,--,Coupe,58103,H6,Chalk,41.6 in,16.9 gal,Gasoline,True,420.0,Black,False,Porsche,4 seats,117122.0,False,368 lb-ft @ 1700 RPM,A,7-Speed Automatic,AWD,96.5 in,2018
1944585,--,SUV / Crossover,58103,V8,Black,67 in,26.4 gal,Gasoline,False,520.0,None,False,Porsche,5 seats,89994.0,False,553 lb-ft @ 2250 RPM,A,8-Speed Automatic,AWD,114 in,2017
1944615,--,Convertible,58103,H6,Cobalt Blue Metallic,41.6 in,16 gal,Gasoline,False,217.0,None,False,Porsche,2 seats,13000.0,False,192 lb-ft @ 4500 RPM,A,5-Speed Automatic,RWD,95.2 in,2001
1944644,--,SUV / Crossover,58103,V6,Gray,--,23.7 gal,Gasoline,,340.0,Black,True,Porsche,5 seats,78716.0,,331 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2019
1944660,--,SUV / Crossover,58103,V6,Carrara White,--,23.7 gal,Gasoline,,335.0,None,True,Porsche,5 seats,86350.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
1944671,--,SUV / Crossover,58103,V6,Dolomite,--,23.7 gal,Gasoline,,335.0,None,True,Porsche,5 seats,89950.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
1944702,--,SUV / Crossover,58103,V6,Jet Black,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,97320.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
1944716,--,SUV / Crossover,58103,V6,Moonlight Blue,--,23.7 gal,Gasoline,,434.0,None,True,Porsche,5 seats,108900.0,,405 lb-ft @ 1800 RPM,A,8-Speed Automatic,AWD,114 in,2020
1944728,--,SUV / Crossover,58103,V6,Jet Black,--,19.8 gal,Gasoline,,455.0,None,True,Porsche,5 seats,110600.0,,516 lb-ft @ 1000 RPM,A,8-Speed Automatic,AWD,114 in,2020
1944749,,Sedan,58103,,Jet Black,,,Electric,,,Black,True,Porsche,,140910.0,,,A,2-Speed Automatic,AWD,,2020
1944750,--,Sedan,58103,V6,Dolomite,--,23.7 gal,Gasoline,,440.0,None,True,Porsche,5 seats,119830.0,,405 lb-ft @ 1750 RPM,A,8-Speed Automatic,AWD,116.1 in,2020
1944776,--,Sedan,58103,V8,Gray,--,23.7 gal,Gasoline,,453.0,Black,True,Porsche,5 seats,150320.0,,457 lb-ft @ 1800 RPM,A,8-Speed Automatic,AWD,116.1 in,2020
1945938,33.3 in,Sedan,80204,V8,Carrara White,41.9 in,21.1 gal,Gasoline,False,400.0,Brown (Luxor Beige),False,Porsche,4 seats,28995.0,False,369 lb-ft @ 3500 RPM,A,Automatic,RWD,114.9 in,2010
1948333,33.3 in,Sedan,84115,V6,Dark Blue Metallic,41.9 in,21.1 gal,Gasoline,False,420.0,Black,False,Porsche,4 seats,49997.0,False,384 lb-ft @ 5000 RPM,A,Automatic,AWD,114.9 in,2015
1957566,--,Convertible,84107,H6,Carrara White Metallic,41.6 in,17.9 gal,Gasoline,False,560.0,Black/Garnet Red,False,Porsche,4 seats,139000.0,False,516 lb-ft @ 2100 RPM,A,Automatic,AWD,96.5 in,2015
1958170,--,SUV / Crossover,84107,V8,White,67 in,26.4 gal,Gasoline,False,570.0,Black,False,Porsche,5 seats,49910.0,False,590 lb-ft @ 2500 RPM,A,Automatic,AWD,114 in,2016
1958177,,Convertible,84107,,None,,,,False,,None,False,Porsche,,44980.0,False,,M,Manual,,,1982
1958348,--,SUV / Crossover,84107,V6,White,--,19.8 gal,Gasoline,False,400.0,Black,False,Porsche,5 seats,43981.0,False,406 lb-ft @ 1350 RPM,A,Automatic,AWD,110.5 in,2015
1958611,--,SUV / Crossover,84107,V6,Black,--,19.8 gal,Gasoline,True,340.0,Black,False,Porsche,5 seats,33910.0,False,339 lb-ft @ 1450 RPM,A,Automatic,AWD,110.5 in,2015
1958787,--,Coupe,84107,H6,Black,41.6 in,16 gal,Gasoline,False,325.0,None,False,Porsche,4 seats,31000.0,False,273 lb-ft @ 4250 RPM,A,Automatic,RWD,92.5 in,2005
1962740,--,SUV / Crossover,84111,I4,WHITE,--,19.8 gal,Gasoline,False,252.0,Black,False,Porsche,5 seats,39899.0,False,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2017
1965125,--,SUV / Crossover,84111,V6,Gray,67 in,26.4 gal,Gasoline,False,440.0,Black,False,Porsche,5 seats,46949.0,False,443 lb-ft @ 1600 RPM,A,Automatic,AWD,114 in,2016
1968194,--,Coupe,84003,H6,Blue,41.6 in,17.9 gal,Gasoline,False,580.0,Black,False,Porsche,4 seats,217798.0,False,,A,7-Speed Automatic,AWD,96.5 in,2019
1969668,--,Coupe,59102,H6,BLACK,41.6 in,16 gal,Gasoline,False,415.0,None,False,Porsche,4 seats,44000.0,False,415 lb-ft @ 2700 RPM,A,Automatic,AWD,92.5 in,2002
1969940,--,Coupe,59102,H6,BLACK,41.6 in,17 gal,Gasoline,False,296.0,None,False,Porsche,2 seats,26500.0,False,258 lb-ft @ 4600 RPM,M,Manual,RWD,92.6 in,1999
1971132,--,SUV / Crossover,59101,V6,WHITE,--,19.8 gal,Gasoline,False,400.0,Red,False,Porsche,5 seats,67777.0,False,406 lb-ft @ 1350 RPM,A,Automatic,AWD,110.5 in,2017
1972350,--,SUV / Crossover,59718,V8,Black,67 in,26.4 gal,Gasoline,True,420.0,None,False,Porsche,5 seats,35699.0,False,380 lb-ft @ 3500 RPM,A,Automatic,AWD,114 in,2014
1975499,--,Coupe,84043,H4,Agate Gray Metallic,41.6 in,14.2 gal,Gasoline,False,300.0,Black/Bordeaux Red,False,Porsche,2 seats,63998.0,False,280 lb-ft @ 1950 RPM,A,Automatic,RWD,97.4 in,2019
1975500,--,Convertible,84043,H6,GT Silver Metallic,--,16.9 gal,Gasoline,,414.0,None,True,Porsche,2 seats,138010.0,,309 lb-ft @ 5000 RPM,M,Manual,RWD,97.8 in,2020
1975535,--,Sedan,84043,V8,Dolomite Silver Metallic,--,23.7 gal,Gasoline,False,453.0,Black/Carmine Red,True,Porsche,4 seats,146120.0,False,457 lb-ft @ 1800 RPM,A,Automatic,AWD,116.1 in,2019
1975592,--,SUV / Crossover,84043,I4,Rhodium Silver Metallic,--,19.8 gal,Gasoline,False,252.0,Agate Gray,False,Porsche,5 seats,36998.0,False,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2017
1975601,--,SUV / Crossover,84043,V6,Carrara White Metallic,67 in,26.4 gal,Gasoline,False,300.0,Black,False,Porsche,5 seats,46422.0,False,295 lb-ft @ 3000 RPM,A,Automatic,AWD,114 in,2017
1975611,--,Convertible,84043,H6,Agate Grey Metallic,--,16.9 gal,Gasoline,,443.0,None,True,Porsche,4 seats,152560.0,,390 lb-ft @ 2300 RPM,A,Automatic,RWD,96.5 in,2020
1975677,--,Coupe,84043,H6,White,--,17.6 gal,Gasoline,,443.0,Black,True,Porsche,4 seats,164234.0,,390 lb-ft @ 2300 RPM,A,Automatic,AWD,96.5 in,2020
1975778,--,Coupe,84043,H6,Carrara White,41.6 in,16.9 gal,Gasoline,False,408.0,Black,False,Porsche,4 seats,79998.0,False,310 lb-ft @ 4200 RPM,M,Manual,AWD,92.5 in,2012
1975891,--,SUV / Crossover,84043,V6,Volcano Gray Metallic,--,19.8 gal,Gasoline,False,360.0,Brown (Luxor Beige),False,Porsche,5 seats,58998.0,False,369 lb-ft @ 1650 RPM,A,Automatic,AWD,110.5 in,2017
1975951,--,SUV / Crossover,84043,I4,Dolomite Silver Metallic,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,64770.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
1975957,--,SUV / Crossover,84043,I4,White,--,19.8 gal,Gasoline,,248.0,Gray (Agate Grey),True,Porsche,5 seats,66320.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
1976055,--,SUV / Crossover,84043,V6,Meteor Gray Metallic,67 in,26.4 gal,Gasoline,True,300.0,Black/Luxor Beige,False,Porsche,5 seats,42868.0,False,295 lb-ft @ 3000 RPM,A,Automatic,AWD,114 in,2017
1976060,--,SUV / Crossover,84043,I4,Black,--,19.8 gal,Gasoline,,248.0,Gray (Agate Grey),True,Porsche,5 seats,66320.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
1976064,--,SUV / Crossover,84043,I4,Sapphire Blue Metallic,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,67260.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
1976153,--,SUV / Crossover,84043,I4,Dolomite Silver Metallic,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,68290.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
1976162,--,SUV / Crossover,84043,I4,Sapphire Blue Metallic,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,68970.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
1976248,--,SUV / Crossover,84043,I4,Volcano Grey Metallic,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,69710.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
1976264,--,SUV / Crossover,84043,I4,Miami Blue,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,70530.0,,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2020
1976339,--,SUV / Crossover,84043,V6,Dolomite Silver Metallic,--,23.7 gal,Gasoline,False,335.0,Black,False,Porsche,5 seats,75000.0,False,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
1976360,--,SUV / Crossover,84043,V6,Biscay Blue Metallic,--,23.7 gal,Gasoline,False,340.0,Black,False,Porsche,5 seats,71500.0,False,331 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2019
1976369,--,Coupe,84043,H4,Agate Grey Metallic,41.6 in,16.9 gal,Gasoline,False,350.0,Black,False,Porsche,2 seats,76000.0,False,309 lb-ft @ 1900 RPM,A,Automatic,RWD,97.4 in,2019
1976431,--,SUV / Crossover,84043,V6,White,67 in,26.4 gal,Gasoline,False,300.0,Black,False,Porsche,5 seats,50848.0,False,295 lb-ft @ 3000 RPM,A,Automatic,AWD,114 in,2017
1976441,--,Coupe,84043,H4,Black,41.6 in,16.9 gal,Gasoline,False,350.0,Black,False,Porsche,2 seats,76300.0,False,309 lb-ft @ 1900 RPM,A,Automatic,RWD,97.4 in,2019
1976459,--,SUV / Crossover,84043,V6,Moonlight Blue Metallic,--,23.7 gal,Gasoline,,335.0,Black/Mojave Beige,True,Porsche,5 seats,82250.0,,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
1976546,--,SUV / Crossover,84043,V6,White,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,83660.0,,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
1976551,--,Convertible,84043,H6,Black,41.6 in,16.9 gal,Gasoline,False,265.0,Black,False,Porsche,2 seats,41998.0,False,206 lb-ft @ 4500 RPM,A,Automatic,RWD,97.4 in,2016
1976668,--,SUV / Crossover,84043,V6,Moonlight Blue Metallic,--,23.7 gal,Gasoline,,335.0,Gray (Slate Grey),True,Porsche,5 seats,85910.0,,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
1976669,--,SUV / Crossover,84043,V6,Biscay Blue Metallic,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,85080.0,,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
1976712,--,SUV / Crossover,84043,V6,Jet Black Metallic,--,19.8 gal,Gasoline,True,360.0,Black/Garnet Red,False,Porsche,5 seats,56489.0,False,369 lb-ft @ 1650 RPM,A,Automatic,AWD,110.5 in,2017
1976759,--,SUV / Crossover,84043,V6,Dolomite Silver Metallic,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,86530.0,,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
1976763,--,SUV / Crossover,84043,V6,Black,--,23.7 gal,Gasoline,,335.0,Gray (Slate Grey),True,Porsche,5 seats,86930.0,,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
1976853,--,SUV / Crossover,84043,V6,Quartzite Grey Metallic,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,87040.0,,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
1976873,--,SUV / Crossover,84043,V6,Black,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,87870.0,,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
