,back_legroom,body_type,dealer_zip,engine_type,exterior_color,front_legroom,fuel_tank_volume,fuel_type,has_accidents,horsepower,interior_color,is_new,make_name,maximum_seating,price,theft_title,torque,transmission,transmission_display,wheel_system,wheelbase,year
2958326,--,SUV / Crossover,95129,V6,Rhodium Silver Metallic,67 in,26.4 gal,Gasoline,False,300.0,Black,False,Porsche,5 seats,32995.0,False,295 lb-ft @ 3000 RPM,A,Automatic,AWD,114 in,2016
2958332,--,Coupe,95008,H6,Carrara White Metallic,41.6 in,16.9 gal,Gasoline,False,475.0,Black,False,Porsche,2 seats,111950.0,False,,A,7-Speed Automatic,RWD,96.7 in,2015
2958351,--,Sedan,95008,V6,Volcano Grey Metallic,--,23.7 gal,Gasoline,False,330.0,Black,False,Porsche,4 seats,79950.0,False,331 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,116.1 in,2019
2958360,--,SUV / Crossover,95008,I4,Night Blue Metallic,--,19.8 gal,Gasoline,False,252.0,Gray (Agate Grey),False,Porsche,5 seats,37800.0,False,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2017
2958375,--,SUV / Crossover,95129,V6,Black,--,22.4 gal,Gasoline,False,300.0,Brown (Luxor Beige),False,Porsche,5 seats,28995.0,False,295 lb-ft @ 3000 RPM,A,Automatic,AWD,114 in,2012
2958378,--,SUV / Crossover,95008,V6,Volcano Grey Metallic,--,19.8 gal,Gasoline,False,360.0,Black,False,Porsche,5 seats,48800.0,False,369 lb-ft @ 1650 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
2958384,--,Convertible,95008,H6,Guards Red,43 in,19 gal,Gasoline,False,270.0,Brown (Tan),False,Porsche,4 seats,41800.0,False,243 lb-ft @ 5000 RPM,A,Automatic,RWD,89.4 in,1995
2958403,--,SUV / Crossover,95008,I4,Volcano Grey Metallic,--,19.8 gal,Gasoline,False,252.0,Black,False,Porsche,5 seats,39950.0,False,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2017
2958418,--,Coupe,95008,H6,Basalt Black Metallic,41.6 in,18 gal,Gasoline,False,400.0,Brown (Luxor Beige),False,Porsche,4 seats,79950.0,False,325 lb-ft @ 5600 RPM,A,Automatic,AWD,96.5 in,2015
2958441,--,Convertible,95008,H6,Black,--,--,Gasoline,False,214.0,Cashmere Biege,False,Porsche,4 seats,199800.0,False,195 lb-ft @ 4800 RPM,A,5-Speed Automatic,RWD,89.5 in,1989
2958448,33.3 in,Sedan,95008,V6,Chestnut Brown Metallic,41.9 in,21.1 gal,Gasoline,False,420.0,Bi-Color Black/Lux Beige,False,Porsche,4 seats,46750.0,False,384 lb-ft @ 5000 RPM,A,7-Speed Automatic,RWD,114.9 in,2015
2958459,--,Convertible,95008,H6,Polar Silver Matallic,43 in,19 gal,Gasoline,False,270.0,Gray,False,Porsche,4 seats,49950.0,False,243 lb-ft @ 5000 RPM,M,6-Speed Manual,RWD,89.4 in,1995
2958480,--,Convertible,95008,H6,Ruby Red Metallic,41.6 in,17.7 gal,Gasoline,True,355.0,Brown (Sand Beige),False,Porsche,4 seats,47950.0,False,295 lb-ft @ 4600 RPM,M,6-Speed Manual,AWD,92.5 in,2008
2958508,--,SUV / Crossover,95008,I4,Carmine Red,--,19.8 gal,Gasoline,True,252.0,Brown (Luxor Beige),False,Porsche,5 seats,39950.0,False,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2017
2958518,--,Convertible,95008,H6,Basalt Black Metallic,41.6 in,17.7 gal,Gasoline,False,480.0,Black,False,Porsche,4 seats,56950.0,False,460 lb-ft @ 1950 RPM,A,5-Speed Automatic,AWD,92.5 in,2008
2958535,--,Coupe,95008,H6,White,41.6 in,16.9 gal,Gasoline,False,400.0,Black,False,Porsche,4 seats,79950.0,False,325 lb-ft @ 5600 RPM,A,7-Speed Automatic,RWD,96.5 in,2014
2958598,,Coupe,95008,,Black,,,,False,,Brown (Tan),False,Porsche,,44800.0,False,,M,5-Speed Manual,,,1979
2958637,--,Coupe,95008,H6,Arctic Silver (Met),43 in,19 gal,Gasoline,False,400.0,Black,False,Porsche,4 seats,189800.0,True,400 lb-ft @ 4500 RPM,A,6-Speed Automatic,AWD,89.4 in,1997
2958667,--,SUV / Crossover,95008,V8,Black,--,26.4 gal,Gasoline,False,500.0,Black,False,Porsche,5 seats,28800.0,False,516 lb-ft @ 4500 RPM,A,8-Speed Automatic,AWD,114 in,2011
2958688,--,Coupe,95008,H6,Basalt Black Metallic,41.6 in,16 gal,Gasoline,False,415.0,Black,False,Porsche,4 seats,64800.0,False,415 lb-ft @ 2700 RPM,M,6-Speed Manual,AWD,92.5 in,2003
2958697,33.3 in,Sedan,95008,V6,Carrara White,41.9 in,26.4 gal,Gasoline,False,300.0,Brown (Luxor Beige),False,Porsche,4 seats,32950.0,False,295 lb-ft @ 3750 RPM,A,7-Speed Automatic,AWD,114.9 in,2012
2958789,14 in,Convertible,95008,H6,Venetian Blue Metallic,33 in,--,Gasoline,False,214.0,White (Linen),False,Porsche,4 seats,54800.0,False,195 lb-ft @ 4800 RPM,M,5-Speed Manual,RWD,89.4 in,1987
2959010,,Coupe,95051,,Jet Black Metallic,,,,False,,Black,False,Porsche,,46788.0,False,,A,7-Speed Automatic,,,2016
2959362,--,SUV / Crossover,95051,V6,Black,--,19.8 gal,Gasoline,False,340.0,Black,False,Porsche,5 seats,48988.0,False,339 lb-ft @ 1450 RPM,A,7-Speed Automatic,AWD,110.5 in,2018
2959398,--,Coupe,95051,H6,Seal Gray Metallic,41.6 in,16 gal,Gasoline,False,300.0,Black,False,Porsche,4 seats,18788.0,False,258 lb-ft @ 4600 RPM,A,5-Speed Automatic,AWD,92.6 in,2001
2959478,--,Coupe,95051,H6,Silver,41.6 in,16 gal,Gasoline,False,315.0,Black,False,Porsche,4 seats,47857.0,False,273 lb-ft @ 4250 RPM,M,6-Speed Manual Overdrive,AWD,92.5 in,2003
2959721,--,SUV / Crossover,95117,V6,Black,--,19.8 gal,Gasoline,False,340.0,Black,False,Porsche,5 seats,39998.0,False,339 lb-ft @ 1450 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
2960020,--,Convertible,95035,H6,Blue,41.6 in,16 gal,Gasoline,False,315.0,None,False,Porsche,4 seats,34120.0,False,273 lb-ft @ 4250 RPM,A,Automatic,AWD,92.5 in,2004
2960047,--,Coupe,95035,H6,Red,--,--,Gasoline,False,282.0,None,False,Porsche,4 seats,139000.0,False,278 lb-ft @ 4000 RPM,M,Manual,RWD,89.5 in,1987
2960259,--,Convertible,95035,H6,Red,--,--,Gasoline,False,214.0,None,False,Porsche,4 seats,41049.0,False,195 lb-ft @ 4800 RPM,M,Manual,RWD,89.5 in,1989
2960656,--,Coupe,95051,H4,Black,41.6 in,14.3 gal,Gasoline,False,300.0,Black,False,Porsche,2 seats,46798.0,False,280 lb-ft @ 1950 RPM,A,Automatic,RWD,97.4 in,2018
2961109,--,Convertible,94538,H4,Black,--,14.3 gal,Gasoline,False,300.0,Brown (Tan),False,Porsche,2 seats,46998.0,False,280 lb-ft @ 1950 RPM,A,Automatic,RWD,97.4 in,2017
2961168,--,Convertible,94538,H4,Silver,--,16.9 gal,Gasoline,False,350.0,Red,False,Porsche,2 seats,52998.0,False,309 lb-ft @ 1900 RPM,M,Manual,RWD,97.4 in,2017
2961381,--,SUV / Crossover,95051,I4,Black,--,19.8 gal,Gasoline,False,252.0,Black,False,Porsche,5 seats,37999.0,False,273 lb-ft @ 1600 RPM,A,Automatic,AWD,110.5 in,2017
2962116,--,SUV / Crossover,95128,V6,Black,67 in,26.4 gal,Gasoline,False,300.0,Black,False,Porsche,5 seats,48499.0,False,295 lb-ft @ 3000 RPM,A,8-Speed Automatic,AWD,114 in,2018
2962201,--,SUV / Crossover,95128,V6,Gray,--,19.8 gal,Gasoline,False,400.0,Black,False,Porsche,5 seats,45998.0,False,406 lb-ft @ 1350 RPM,A,7-Speed Automatic,AWD,110.5 in,2015
2962228,--,SUV / Crossover,95051,I4,White,--,19.8 gal,Gasoline,,248.0,Black/Mojave Beige,True,Porsche,5 seats,61540.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962229,--,Sedan,95051,V6,Blue,--,21.1 gal,Gasoline,False,457.0,Black/Luxor Beige,False,Porsche,4 seats,88988.0,False,516 lb-ft @ 1100 RPM,A,8-Speed Automatic,AWD,116.1 in,2019
2962231,--,SUV / Crossover,95051,I4,White,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,61750.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962233,--,SUV / Crossover,95051,V6,Dolomite Silver Metallic,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,83790.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962234,--,SUV / Crossover,95051,V6,Black,--,23.7 gal,Gasoline,,335.0,Black/Mojave Beige,True,Porsche,5 seats,83430.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962255,--,Coupe,95051,H4,Black,41.6 in,16.9 gal,Gasoline,False,365.0,Black/Bordeaux Red,False,Porsche,2 seats,76888.0,False,309 lb-ft @ 1900 RPM,M,6-Speed Manual,RWD,97.4 in,2019
2962257,--,SUV / Crossover,95051,I4,Volcano Grey Metallic,--,19.8 gal,Gasoline,,248.0,Black/Mojave Beige,True,Porsche,5 seats,62790.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962259,--,SUV / Crossover,95051,I4,Agate Gray Metallic,--,19.8 gal,Gasoline,False,252.0,Agate Gray,False,Porsche,5 seats,42888.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2018
2962263,--,SUV / Crossover,95051,I4,Dolomite Silver Metallic,--,19.8 gal,Gasoline,,248.0,Black/Mojave Beige,True,Porsche,5 seats,62850.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962265,--,SUV / Crossover,95051,V6,Dolomite Silver Metallic,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,83790.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962270,--,SUV / Crossover,95051,V6,Dolomite Silver Metallic,--,23.7 gal,Gasoline,,335.0,Black/Mojave Beige,True,Porsche,5 seats,84020.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962287,--,Coupe,95051,H4,Grey,41.6 in,16.9 gal,Gasoline,False,350.0,Black/Chalk,False,Porsche,2 seats,69888.0,False,309 lb-ft @ 1900 RPM,M,6-Speed Manual,RWD,97.4 in,2019
2962288,--,SUV / Crossover,95051,I4,Dolomite Silver Metallic,--,19.8 gal,Gasoline,,248.0,Black/Mojave Beige,True,Porsche,5 seats,62870.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962293,--,SUV / Crossover,95051,I4,Black,--,19.8 gal,Gasoline,False,252.0,Black,False,Porsche,5 seats,42888.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2018
2962296,--,SUV / Crossover,95051,I4,White,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,62950.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962300,--,SUV / Crossover,95051,V6,Quartzite Metallic,--,23.7 gal,Gasoline,,335.0,Black/Mojave Beige,True,Porsche,5 seats,84280.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962301,--,SUV / Crossover,95051,V6,Dolomite Silver Metallic,--,23.7 gal,Gasoline,,335.0,Black/Mojave Beige,True,Porsche,5 seats,84740.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962319,--,SUV / Crossover,95051,I4,Volcano Gray Metallic,--,19.8 gal,Gasoline,False,252.0,Black,False,Porsche,5 seats,42888.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2018
2962320,--,SUV / Crossover,95051,I4,Jet Black Metallic,--,19.8 gal,Gasoline,,248.0,Black/Mojave Beige,True,Porsche,5 seats,63210.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962326,--,SUV / Crossover,95051,I4,Volcano Gray Metallic,--,19.8 gal,Gasoline,False,252.0,Black/Luxor Beige,False,Porsche,5 seats,42888.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2018
2962327,--,SUV / Crossover,95051,I4,Black,--,19.8 gal,Gasoline,,248.0,Black/Mojave Beige,True,Porsche,5 seats,63750.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962331,--,SUV / Crossover,95051,V6,Quartzite Metallic,--,23.7 gal,Gasoline,,335.0,Black/Mojave Beige,True,Porsche,5 seats,85470.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962333,--,SUV / Crossover,95051,V6,Jet Black Metallic,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,85740.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962346,,Sedan,95051,V6,Grey,,,Gasoline,False,,Black,False,Porsche,,29488.0,False,,A,7-Speed Automatic,,,2013
2962358,--,SUV / Crossover,95051,I4,Dolomite Silver Metallic,--,19.8 gal,Gasoline,,248.0,Gray (Agate Grey),True,Porsche,5 seats,63970.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962363,--,SUV / Crossover,95051,I4,Dolomite Silver Metallic,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,64030.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962366,--,SUV / Crossover,95051,V6,Carrara White Metallic,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,85810.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962368,--,SUV / Crossover,95051,V6,Quartzite Metallic,--,23.7 gal,Gasoline,,335.0,Graphite Blue/Chalk,True,Porsche,5 seats,86930.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962391,,Sedan,95051,V6,Black,,,Gasoline,False,,Other,False,Porsche,,68788.0,False,,A,8-Speed Automatic,,,2017
2962394,--,SUV / Crossover,95051,I4,White,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,64300.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962399,--,SUV / Crossover,95051,I4,Volcano Grey Metallic,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,64590.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962403,--,SUV / Crossover,95051,V6,Jet Black Metallic,--,19.8 gal,Gasoline,,375.0,Garnet Red/Black,True,Porsche,5 seats,88580.0,,383 lb-ft @ 1750 RPM,A,7-Speed Automatic,AWD,110.6 in,2020
2962406,--,SUV / Crossover,95051,V6,Moonlight Blue Metallic,--,23.7 gal,Gasoline,,335.0,Black/Mojave Beige,True,Porsche,5 seats,88910.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962418,,Sedan,95051,V6,White,,,Gasoline,False,,Black/Luxor Beige,False,Porsche,,65988.0,False,,A,8-Speed Automatic,,,2017
2962428,--,SUV / Crossover,95051,I4,Jet Black Metallic,--,19.8 gal,Gasoline,,248.0,Gray (Agate Grey),True,Porsche,5 seats,65370.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962432,--,SUV / Crossover,95051,I4,White,--,19.8 gal,Gasoline,,248.0,Black/Mojave Beige,True,Porsche,5 seats,65410.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962441,--,SUV / Crossover,95051,V6,Carrara White Metallic,--,23.7 gal,Gasoline,,335.0,Black/Bordeaux Red,True,Porsche,5 seats,91460.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962442,--,Coupe,95051,H6,Silver,41.6 in,16.9 gal,Gasoline,False,430.0,Black,False,Porsche,4 seats,82988.0,False,325 lb-ft @ 5600 RPM,M,7-Speed Manual,RWD,96.5 in,2016
2962443,--,SUV / Crossover,95051,V6,Chalk,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,89740.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962461,--,SUV / Crossover,95051,I4,Jet Black Metallic,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,65580.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962467,--,SUV / Crossover,95051,I4,Carrara White Metallic,--,19.8 gal,Gasoline,,248.0,Black/Mojave Beige,True,Porsche,5 seats,65820.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962476,--,SUV / Crossover,95051,V6,Volcano Grey Metallic,--,19.8 gal,Gasoline,,375.0,Black,True,Porsche,5 seats,93420.0,,383 lb-ft @ 1750 RPM,A,7-Speed Automatic,AWD,110.6 in,2020
2962479,--,Convertible,95051,H4,White,--,14.3 gal,Gasoline,False,300.0,Black,False,Porsche,2 seats,56788.0,False,280 lb-ft @ 1950 RPM,A,7-Speed Automatic,RWD,97.4 in,2018
2962480,--,SUV / Crossover,95051,V6,Chalk,--,19.8 gal,Gasoline,,375.0,Black,True,Porsche,5 seats,93720.0,,383 lb-ft @ 1750 RPM,A,7-Speed Automatic,AWD,110.6 in,2020
2962491,,SUV / Crossover,95051,,Night Blue Metallic,,,,False,,Black/Luxor Beige,False,Porsche,,45788.0,False,,A,7-Speed Automatic,,,2018
2962499,--,SUV / Crossover,95051,V6,White,--,19.8 gal,Gasoline,,348.0,Black/Mojave Beige,True,Porsche,5 seats,66340.0,,352 lb-ft @ 1360 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962503,--,SUV / Crossover,95051,I4,Night Blue Metallic,--,19.8 gal,Gasoline,,248.0,Black/Mojave Beige,True,Porsche,5 seats,66590.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962513,--,SUV / Crossover,95051,V6,White,--,19.8 gal,Gasoline,,455.0,Black/Mojave Beige,True,Porsche,5 seats,94740.0,,516 lb-ft @ 1000 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962519,--,Convertible,95110,H6,Blue,41.6 in,16 gal,Gasoline,True,250.0,Black,False,Porsche,2 seats,14999.0,False,225 lb-ft @ 4500 RPM,M,6-Speed Manual,RWD,95.2 in,2002
2962520,--,Sedan,95051,V6,Dolomite Silver Metallic,--,23.7 gal,Gasoline,,330.0,Black,True,Porsche,5 seats,95660.0,,331 lb-ft @ 1340 RPM,A,8-Speed Automatic,RWD,116.1 in,2020
2962530,--,SUV / Crossover,95051,I4,Carrara White Metallic,--,19.8 gal,Gasoline,,248.0,Garnet Red/Black,True,Porsche,5 seats,69720.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962538,--,SUV / Crossover,95051,I4,Chalk,--,19.8 gal,Gasoline,,248.0,Garnet Red/Black,True,Porsche,5 seats,71930.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962546,,SUV / Crossover,95051,,Volcano Gray Metallic,,,,False,,Black/Luxor Beige,False,Porsche,,45788.0,False,,A,7-Speed Automatic,,,2018
2962551,--,Coupe,95051,V6,Black,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,96020.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962555,--,SUV / Crossover,95051,V6,White,--,19.8 gal,Gasoline,,434.0,Gray (Agate Grey),True,Porsche,5 seats,96960.0,,405 lb-ft @ 1800 RPM,A,7-Speed Automatic,AWD,110.6 in,2020
2962566,--,SUV / Crossover,95051,I4,Miami Blue,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,72530.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962572,--,Convertible,95051,H6,Orange,41.6 in,18 gal,Gasoline,False,430.0,Black,False,Porsche,4 seats,124988.0,False,325 lb-ft @ 5600 RPM,M,7-Speed Manual,AWD,96.5 in,2016
2962573,--,SUV / Crossover,95051,I4,Chalk,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,74900.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962585,--,Sedan,95051,V6,Carrara White,--,23.7 gal,Gasoline,False,440.0,Saddle Brown,False,Porsche,4 seats,88788.0,False,405 lb-ft @ 1750 RPM,A,8-Speed Automatic,AWD,116.1 in,2018
2962586,--,SUV / Crossover,95051,V6,White,--,23.7 gal,Gasoline,,434.0,Black,True,Porsche,5 seats,97760.0,,405 lb-ft @ 1800 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962593,--,Coupe,95051,V6,Black,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,98740.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962600,--,SUV / Crossover,95051,I4,Night Blue Metallic,--,19.8 gal,Gasoline,,248.0,Gray (Agate Grey/Pebble Grey),True,Porsche,5 seats,74960.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962605,--,SUV / Crossover,95051,V6,Black,--,19.8 gal,Gasoline,,348.0,Black,True,Porsche,5 seats,75630.0,,352 lb-ft @ 1360 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962611,--,Coupe,95051,H6,Silver,41.6 in,16.9 gal,Gasoline,False,370.0,Black,False,Porsche,4 seats,82788.0,False,331 lb-ft @ 1700 RPM,M,7-Speed Manual,RWD,96.5 in,2017
2962619,--,SUV / Crossover,95051,I4,Sapphire Blue,--,19.8 gal,Gasoline,False,252.0,Gray (Agate Grey),False,Porsche,5 seats,39988.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
2962620,--,Coupe,95051,V6,Jet Black Metallic,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,98870.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962622,,Sedan,95051,V6,Mahogany Metallic,,,Gasoline,,,Black/Luxor Beige,True,Porsche,,102130.0,,,A,8-Speed Automatic,,,2020
2962641,--,SUV / Crossover,95051,V6,Moonlight Blue Metallic,--,23.7 gal,Gasoline,,335.0,Black/Mojave Beige,True,Porsche,5 seats,75730.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962643,--,SUV / Crossover,95051,V6,Dolomite Silver Metallic,--,23.7 gal,Gasoline,,335.0,Black/Mojave Beige,True,Porsche,5 seats,76860.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962644,--,SUV / Crossover,94588,V6,White,67 in,26.4 gal,Gasoline,False,300.0,Brown (Tan),False,Porsche,5 seats,38998.0,False,295 lb-ft @ 3000 RPM,A,Automatic,AWD,114 in,2016
2962651,--,SUV / Crossover,95051,I4,Grey,--,19.8 gal,Gasoline,False,252.0,Black,False,Porsche,5 seats,45788.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
2962659,--,SUV / Crossover,95051,I4,Grey,--,19.8 gal,Gasoline,False,252.0,Black,False,Porsche,5 seats,43788.0,False,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2017
2962661,--,Coupe,95051,V6,Carrara White Metallic,--,23.7 gal,Gasoline,,335.0,Graphite Blue/Chalk,True,Porsche,5 seats,102690.0,,332 lb-ft @ 1340 RPM,A,Automatic,AWD,114 in,2020
2962663,--,SUV / Crossover,95051,V6,Jet Black Metallic,--,23.7 gal,Gasoline,,434.0,Black,True,Porsche,5 seats,103280.0,,405 lb-ft @ 1800 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962680,--,SUV / Crossover,95051,V6,White,--,23.7 gal,Gasoline,,335.0,Black/Mojave Beige,True,Porsche,5 seats,80140.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962684,--,SUV / Crossover,95051,V6,Dolomite Silver Metallic,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,80260.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962700,--,SUV / Crossover,95051,V6,Jet Black Metallic,--,23.7 gal,Gasoline,,434.0,Gray (Slate Grey/Mojave Beige),True,Porsche,5 seats,105210.0,,405 lb-ft @ 1800 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962706,--,SUV / Crossover,95051,V6,Quartzite Metallic,--,19.8 gal,Gasoline,,455.0,Black/Bordeaux Red,True,Porsche,5 seats,107970.0,,516 lb-ft @ 1000 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962721,--,SUV / Crossover,95051,V6,White,--,23.7 gal,Gasoline,,335.0,Black/Bordeaux Red,True,Porsche,5 seats,81250.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962723,--,SUV / Crossover,95051,V6,Moonlight Blue Metallic,--,23.7 gal,Gasoline,,335.0,Gray (Slate Grey),True,Porsche,5 seats,81500.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962730,--,SUV / Crossover,95051,I4,Black,--,19.8 gal,Gasoline,,248.0,Black/Mojave Beige,True,Porsche,5 seats,53910.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962741,--,SUV / Crossover,95051,V6,Jet Black Metallic,--,19.8 gal,Gasoline,,455.0,Truffle Brown/Cohiba,True,Porsche,5 seats,109810.0,,516 lb-ft @ 1000 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962744,--,Coupe,95051,H6,Jet Black Metallic,--,16.9 gal,Gasoline,,379.0,Black,True,Porsche,4 seats,124050.0,,331 lb-ft @ 1950 RPM,A,8-Speed Automatic,RWD,96.5 in,2020
2962760,--,SUV / Crossover,95051,V6,Black,--,23.7 gal,Gasoline,,335.0,Black,True,Porsche,5 seats,81800.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962763,--,SUV / Crossover,95051,V6,Black,--,23.7 gal,Gasoline,,335.0,Gray (Slate Grey),True,Porsche,5 seats,82150.0,,332 lb-ft @ 1340 RPM,A,8-Speed Automatic,AWD,114 in,2020
2962765,--,SUV / Crossover,95051,I4,White,--,19.8 gal,Gasoline,,248.0,Black/Mojave Beige,True,Porsche,5 seats,56810.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962768,--,SUV / Crossover,95051,I4,White,--,19.8 gal,Gasoline,,248.0,Black,True,Porsche,5 seats,58010.0,,273 lb-ft @ 1600 RPM,A,7-Speed Automatic,AWD,110.5 in,2020
2962788,--,Convertible,95051,H6,Night Blue Metallic,--,16.9 gal,Gasoline,,379.0,Gray (Slate Grey),True,Porsche,4 seats,130110.0,,331 lb-ft @ 1950 RPM,A,8-Speed Automatic,RWD,96.5 in,2020
